Country,Continent,Date,Cases
Afghanistan,Asia,1/22/2020,0
Afghanistan,Asia,1/23/2020,0
Afghanistan,Asia,1/24/2020,0
Afghanistan,Asia,1/25/2020,0
Afghanistan,Asia,1/26/2020,0
Afghanistan,Asia,1/27/2020,0
Afghanistan,Asia,1/28/2020,0
Afghanistan,Asia,1/29/2020,0
Afghanistan,Asia,1/30/2020,0
Afghanistan,Asia,1/31/2020,0
Afghanistan,Asia,2/1/2020,0
Afghanistan,Asia,2/2/2020,0
Afghanistan,Asia,2/3/2020,0
Afghanistan,Asia,2/4/2020,0
Afghanistan,Asia,2/5/2020,0
Afghanistan,Asia,2/6/2020,0
Afghanistan,Asia,2/7/2020,0
Afghanistan,Asia,2/8/2020,0
Afghanistan,Asia,2/9/2020,0
Afghanistan,Asia,2/10/2020,0
Afghanistan,Asia,2/11/2020,0
Afghanistan,Asia,2/12/2020,0
Afghanistan,Asia,2/13/2020,0
Afghanistan,Asia,2/14/2020,0
Afghanistan,Asia,2/15/2020,0
Afghanistan,Asia,2/16/2020,0
Afghanistan,Asia,2/17/2020,0
Afghanistan,Asia,2/18/2020,0
Afghanistan,Asia,2/19/2020,0
Afghanistan,Asia,2/20/2020,0
Afghanistan,Asia,2/21/2020,0
Afghanistan,Asia,2/22/2020,0
Afghanistan,Asia,2/23/2020,0
Afghanistan,Asia,2/24/2020,1
Afghanistan,Asia,2/25/2020,1
Afghanistan,Asia,2/26/2020,1
Afghanistan,Asia,2/27/2020,1
Afghanistan,Asia,2/28/2020,1
Afghanistan,Asia,2/29/2020,1
Afghanistan,Asia,3/1/2020,1
Afghanistan,Asia,3/2/2020,1
Afghanistan,Asia,3/3/2020,1
Afghanistan,Asia,3/4/2020,1
Afghanistan,Asia,3/5/2020,1
Afghanistan,Asia,3/6/2020,1
Afghanistan,Asia,3/7/2020,1
Afghanistan,Asia,3/8/2020,4
Afghanistan,Asia,3/9/2020,4
Afghanistan,Asia,3/10/2020,5
Afghanistan,Asia,3/11/2020,7
Afghanistan,Asia,3/12/2020,7
Afghanistan,Asia,3/13/2020,7
Afghanistan,Asia,3/14/2020,11
Afghanistan,Asia,3/15/2020,16
Afghanistan,Asia,3/16/2020,21
Afghanistan,Asia,3/17/2020,22
Afghanistan,Asia,3/18/2020,22
Afghanistan,Asia,3/19/2020,22
Afghanistan,Asia,3/20/2020,24
Afghanistan,Asia,3/21/2020,24
Afghanistan,Asia,3/22/2020,40
Afghanistan,Asia,3/23/2020,40
Afghanistan,Asia,3/24/2020,74
Afghanistan,Asia,3/25/2020,84
Afghanistan,Asia,3/26/2020,94
Afghanistan,Asia,3/27/2020,110
Afghanistan,Asia,3/28/2020,110
Afghanistan,Asia,3/29/2020,120
Afghanistan,Asia,3/30/2020,170
Afghanistan,Asia,3/31/2020,174
Afghanistan,Asia,4/1/2020,237
Afghanistan,Asia,4/2/2020,273
Afghanistan,Asia,4/3/2020,281
Afghanistan,Asia,4/4/2020,299
Afghanistan,Asia,4/5/2020,349
Afghanistan,Asia,4/6/2020,367
Afghanistan,Asia,4/7/2020,423
Afghanistan,Asia,4/8/2020,444
Afghanistan,Asia,4/9/2020,484
Afghanistan,Asia,4/10/2020,521
Afghanistan,Asia,4/11/2020,555
Afghanistan,Asia,4/12/2020,607
Afghanistan,Asia,4/13/2020,665
Afghanistan,Asia,4/14/2020,714
Afghanistan,Asia,4/15/2020,784
Afghanistan,Asia,4/16/2020,840
Afghanistan,Asia,4/17/2020,906
Afghanistan,Asia,4/18/2020,933
Afghanistan,Asia,4/19/2020,996
Afghanistan,Asia,4/20/2020,1026
Afghanistan,Asia,4/21/2020,1092
Afghanistan,Asia,4/22/2020,1176
Afghanistan,Asia,4/23/2020,1279
Afghanistan,Asia,4/24/2020,1351
Afghanistan,Asia,4/25/2020,1463
Afghanistan,Asia,4/26/2020,1531
Afghanistan,Asia,4/27/2020,1703
Afghanistan,Asia,4/28/2020,1828
Afghanistan,Asia,4/29/2020,1939
Afghanistan,Asia,4/30/2020,2171
Afghanistan,Asia,5/1/2020,2335
Afghanistan,Asia,5/2/2020,2469
Afghanistan,Asia,5/3/2020,2704
Afghanistan,Asia,5/4/2020,2894
Afghanistan,Asia,5/5/2020,3224
Afghanistan,Asia,5/6/2020,3392
Afghanistan,Asia,5/7/2020,3563
Afghanistan,Asia,5/8/2020,3778
Afghanistan,Asia,5/9/2020,4033
Afghanistan,Asia,5/10/2020,4402
Afghanistan,Asia,5/11/2020,4687
Afghanistan,Asia,5/12/2020,4963
Afghanistan,Asia,5/13/2020,5226
Afghanistan,Asia,5/14/2020,5639
Afghanistan,Asia,5/15/2020,6053
Afghanistan,Asia,5/16/2020,6402
Afghanistan,Asia,5/17/2020,6664
Afghanistan,Asia,5/18/2020,7072
Afghanistan,Asia,5/19/2020,7653
Afghanistan,Asia,5/20/2020,8145
Afghanistan,Asia,5/21/2020,8676
Afghanistan,Asia,5/22/2020,9216
Afghanistan,Asia,5/23/2020,9998
Afghanistan,Asia,5/24/2020,10582
Afghanistan,Asia,5/25/2020,11173
Afghanistan,Asia,5/26/2020,11831
Afghanistan,Asia,5/27/2020,12456
Afghanistan,Asia,5/28/2020,13036
Afghanistan,Asia,5/29/2020,13659
Afghanistan,Asia,5/30/2020,14525
Afghanistan,Asia,5/31/2020,15205
Afghanistan,Asia,6/1/2020,15750
Afghanistan,Asia,6/2/2020,16509
Afghanistan,Asia,6/3/2020,17267
Afghanistan,Asia,6/4/2020,18054
Afghanistan,Asia,6/5/2020,18969
Afghanistan,Asia,6/6/2020,19551
Afghanistan,Asia,6/7/2020,20342
Afghanistan,Asia,6/8/2020,20917
Afghanistan,Asia,6/9/2020,21459
Afghanistan,Asia,6/10/2020,22142
Afghanistan,Asia,6/11/2020,22890
Afghanistan,Asia,6/12/2020,23546
Afghanistan,Asia,6/13/2020,24102
Afghanistan,Asia,6/14/2020,24766
Afghanistan,Asia,6/15/2020,25527
Afghanistan,Asia,6/16/2020,26310
Afghanistan,Asia,6/17/2020,26874
Afghanistan,Asia,6/18/2020,27532
Afghanistan,Asia,6/19/2020,27878
Afghanistan,Asia,6/20/2020,28424
Afghanistan,Asia,6/21/2020,28833
Afghanistan,Asia,6/22/2020,29157
Afghanistan,Asia,6/23/2020,29481
Afghanistan,Asia,6/24/2020,29640
Afghanistan,Asia,6/25/2020,30175
Afghanistan,Asia,6/26/2020,30451
Afghanistan,Asia,6/27/2020,30616
Afghanistan,Asia,6/28/2020,30967
Afghanistan,Asia,6/29/2020,31238
Afghanistan,Asia,6/30/2020,31517
Afghanistan,Asia,7/1/2020,31836
Afghanistan,Asia,7/2/2020,32022
Afghanistan,Asia,7/3/2020,32324
Afghanistan,Asia,7/4/2020,32672
Afghanistan,Asia,7/5/2020,32951
Afghanistan,Asia,7/6/2020,33190
Afghanistan,Asia,7/7/2020,33384
Afghanistan,Asia,7/8/2020,33594
Afghanistan,Asia,7/9/2020,33908
Afghanistan,Asia,7/10/2020,34194
Afghanistan,Asia,7/11/2020,34366
Afghanistan,Asia,7/12/2020,34451
Afghanistan,Asia,7/13/2020,34455
Afghanistan,Asia,7/14/2020,34740
Afghanistan,Asia,7/15/2020,34994
Afghanistan,Asia,7/16/2020,35070
Afghanistan,Asia,7/17/2020,35229
Afghanistan,Asia,7/18/2020,35301
Afghanistan,Asia,7/19/2020,35475
Afghanistan,Asia,7/20/2020,35526
Afghanistan,Asia,7/21/2020,35615
Afghanistan,Asia,7/22/2020,35727
Afghanistan,Asia,7/23/2020,35928
Afghanistan,Asia,7/24/2020,35981
Afghanistan,Asia,7/25/2020,36036
Afghanistan,Asia,7/26/2020,36157
Afghanistan,Asia,7/27/2020,36263
Afghanistan,Asia,7/28/2020,36368
Afghanistan,Asia,7/29/2020,36471
Afghanistan,Asia,7/30/2020,36542
Afghanistan,Asia,7/31/2020,36675
Afghanistan,Asia,8/1/2020,36710
Afghanistan,Asia,8/2/2020,36710
Afghanistan,Asia,8/3/2020,36747
Afghanistan,Asia,8/4/2020,36782
Afghanistan,Asia,8/5/2020,36829
Afghanistan,Asia,8/6/2020,36896
Afghanistan,Asia,8/7/2020,37015
Afghanistan,Asia,8/8/2020,37054
Afghanistan,Asia,8/9/2020,37054
Afghanistan,Asia,8/10/2020,37162
Afghanistan,Asia,8/11/2020,37269
Afghanistan,Asia,8/12/2020,37345
Afghanistan,Asia,8/13/2020,37424
Afghanistan,Asia,8/14/2020,37431
Afghanistan,Asia,8/15/2020,37551
Afghanistan,Asia,8/16/2020,37596
Afghanistan,Asia,8/17/2020,37599
Afghanistan,Asia,8/18/2020,37599
Afghanistan,Asia,8/19/2020,37599
Afghanistan,Asia,8/20/2020,37856
Afghanistan,Asia,8/21/2020,37894
Afghanistan,Asia,8/22/2020,37953
Afghanistan,Asia,8/23/2020,37999
Afghanistan,Asia,8/24/2020,38054
Afghanistan,Asia,8/25/2020,38070
Afghanistan,Asia,8/26/2020,38113
Afghanistan,Asia,8/27/2020,38129
Afghanistan,Asia,8/28/2020,38140
Afghanistan,Asia,8/29/2020,38143
Afghanistan,Asia,8/30/2020,38162
Afghanistan,Asia,8/31/2020,38165
Afghanistan,Asia,9/1/2020,38196
Afghanistan,Asia,9/2/2020,38243
Afghanistan,Asia,9/3/2020,38288
Afghanistan,Asia,9/4/2020,38304
Afghanistan,Asia,9/5/2020,38324
Afghanistan,Asia,9/6/2020,38398
Afghanistan,Asia,9/7/2020,38494
Afghanistan,Asia,9/8/2020,38520
Afghanistan,Asia,9/9/2020,38544
Afghanistan,Asia,9/10/2020,38572
Afghanistan,Asia,9/11/2020,38606
Afghanistan,Asia,9/12/2020,38641
Afghanistan,Asia,9/13/2020,38716
Afghanistan,Asia,9/14/2020,38772
Afghanistan,Asia,9/15/2020,38815
Afghanistan,Asia,9/16/2020,38855
Afghanistan,Asia,9/17/2020,38872
Afghanistan,Asia,9/18/2020,38883
Afghanistan,Asia,9/19/2020,38919
Afghanistan,Asia,9/20/2020,39044
Afghanistan,Asia,9/21/2020,39074
Afghanistan,Asia,9/22/2020,39096
Afghanistan,Asia,9/23/2020,39145
Albania,Europe,1/22/2020,0
Albania,Europe,1/23/2020,0
Albania,Europe,1/24/2020,0
Albania,Europe,1/25/2020,0
Albania,Europe,1/26/2020,0
Albania,Europe,1/27/2020,0
Albania,Europe,1/28/2020,0
Albania,Europe,1/29/2020,0
Albania,Europe,1/30/2020,0
Albania,Europe,1/31/2020,0
Albania,Europe,2/1/2020,0
Albania,Europe,2/2/2020,0
Albania,Europe,2/3/2020,0
Albania,Europe,2/4/2020,0
Albania,Europe,2/5/2020,0
Albania,Europe,2/6/2020,0
Albania,Europe,2/7/2020,0
Albania,Europe,2/8/2020,0
Albania,Europe,2/9/2020,0
Albania,Europe,2/10/2020,0
Albania,Europe,2/11/2020,0
Albania,Europe,2/12/2020,0
Albania,Europe,2/13/2020,0
Albania,Europe,2/14/2020,0
Albania,Europe,2/15/2020,0
Albania,Europe,2/16/2020,0
Albania,Europe,2/17/2020,0
Albania,Europe,2/18/2020,0
Albania,Europe,2/19/2020,0
Albania,Europe,2/20/2020,0
Albania,Europe,2/21/2020,0
Albania,Europe,2/22/2020,0
Albania,Europe,2/23/2020,0
Albania,Europe,2/24/2020,0
Albania,Europe,2/25/2020,0
Albania,Europe,2/26/2020,0
Albania,Europe,2/27/2020,0
Albania,Europe,2/28/2020,0
Albania,Europe,2/29/2020,0
Albania,Europe,3/1/2020,0
Albania,Europe,3/2/2020,0
Albania,Europe,3/3/2020,0
Albania,Europe,3/4/2020,0
Albania,Europe,3/5/2020,0
Albania,Europe,3/6/2020,0
Albania,Europe,3/7/2020,0
Albania,Europe,3/8/2020,0
Albania,Europe,3/9/2020,2
Albania,Europe,3/10/2020,10
Albania,Europe,3/11/2020,12
Albania,Europe,3/12/2020,23
Albania,Europe,3/13/2020,33
Albania,Europe,3/14/2020,38
Albania,Europe,3/15/2020,42
Albania,Europe,3/16/2020,51
Albania,Europe,3/17/2020,55
Albania,Europe,3/18/2020,59
Albania,Europe,3/19/2020,64
Albania,Europe,3/20/2020,70
Albania,Europe,3/21/2020,76
Albania,Europe,3/22/2020,89
Albania,Europe,3/23/2020,104
Albania,Europe,3/24/2020,123
Albania,Europe,3/25/2020,146
Albania,Europe,3/26/2020,174
Albania,Europe,3/27/2020,186
Albania,Europe,3/28/2020,197
Albania,Europe,3/29/2020,212
Albania,Europe,3/30/2020,223
Albania,Europe,3/31/2020,243
Albania,Europe,4/1/2020,259
Albania,Europe,4/2/2020,277
Albania,Europe,4/3/2020,304
Albania,Europe,4/4/2020,333
Albania,Europe,4/5/2020,361
Albania,Europe,4/6/2020,377
Albania,Europe,4/7/2020,383
Albania,Europe,4/8/2020,400
Albania,Europe,4/9/2020,409
Albania,Europe,4/10/2020,416
Albania,Europe,4/11/2020,433
Albania,Europe,4/12/2020,446
Albania,Europe,4/13/2020,467
Albania,Europe,4/14/2020,475
Albania,Europe,4/15/2020,494
Albania,Europe,4/16/2020,518
Albania,Europe,4/17/2020,539
Albania,Europe,4/18/2020,548
Albania,Europe,4/19/2020,562
Albania,Europe,4/20/2020,584
Albania,Europe,4/21/2020,609
Albania,Europe,4/22/2020,634
Albania,Europe,4/23/2020,663
Albania,Europe,4/24/2020,678
Albania,Europe,4/25/2020,712
Albania,Europe,4/26/2020,726
Albania,Europe,4/27/2020,736
Albania,Europe,4/28/2020,750
Albania,Europe,4/29/2020,766
Albania,Europe,4/30/2020,773
Albania,Europe,5/1/2020,782
Albania,Europe,5/2/2020,789
Albania,Europe,5/3/2020,795
Albania,Europe,5/4/2020,803
Albania,Europe,5/5/2020,820
Albania,Europe,5/6/2020,832
Albania,Europe,5/7/2020,842
Albania,Europe,5/8/2020,850
Albania,Europe,5/9/2020,856
Albania,Europe,5/10/2020,868
Albania,Europe,5/11/2020,872
Albania,Europe,5/12/2020,876
Albania,Europe,5/13/2020,880
Albania,Europe,5/14/2020,898
Albania,Europe,5/15/2020,916
Albania,Europe,5/16/2020,933
Albania,Europe,5/17/2020,946
Albania,Europe,5/18/2020,948
Albania,Europe,5/19/2020,949
Albania,Europe,5/20/2020,964
Albania,Europe,5/21/2020,969
Albania,Europe,5/22/2020,981
Albania,Europe,5/23/2020,989
Albania,Europe,5/24/2020,998
Albania,Europe,5/25/2020,1004
Albania,Europe,5/26/2020,1029
Albania,Europe,5/27/2020,1050
Albania,Europe,5/28/2020,1076
Albania,Europe,5/29/2020,1099
Albania,Europe,5/30/2020,1122
Albania,Europe,5/31/2020,1137
Albania,Europe,6/1/2020,1143
Albania,Europe,6/2/2020,1164
Albania,Europe,6/3/2020,1184
Albania,Europe,6/4/2020,1197
Albania,Europe,6/5/2020,1212
Albania,Europe,6/6/2020,1232
Albania,Europe,6/7/2020,1246
Albania,Europe,6/8/2020,1263
Albania,Europe,6/9/2020,1299
Albania,Europe,6/10/2020,1341
Albania,Europe,6/11/2020,1385
Albania,Europe,6/12/2020,1416
Albania,Europe,6/13/2020,1464
Albania,Europe,6/14/2020,1521
Albania,Europe,6/15/2020,1590
Albania,Europe,6/16/2020,1672
Albania,Europe,6/17/2020,1722
Albania,Europe,6/18/2020,1788
Albania,Europe,6/19/2020,1838
Albania,Europe,6/20/2020,1891
Albania,Europe,6/21/2020,1962
Albania,Europe,6/22/2020,1995
Albania,Europe,6/23/2020,2047
Albania,Europe,6/24/2020,2114
Albania,Europe,6/25/2020,2192
Albania,Europe,6/26/2020,2269
Albania,Europe,6/27/2020,2330
Albania,Europe,6/28/2020,2402
Albania,Europe,6/29/2020,2466
Albania,Europe,6/30/2020,2535
Albania,Europe,7/1/2020,2580
Albania,Europe,7/2/2020,2662
Albania,Europe,7/3/2020,2752
Albania,Europe,7/4/2020,2819
Albania,Europe,7/5/2020,2893
Albania,Europe,7/6/2020,2964
Albania,Europe,7/7/2020,3038
Albania,Europe,7/8/2020,3106
Albania,Europe,7/9/2020,3188
Albania,Europe,7/10/2020,3278
Albania,Europe,7/11/2020,3371
Albania,Europe,7/12/2020,3454
Albania,Europe,7/13/2020,3571
Albania,Europe,7/14/2020,3667
Albania,Europe,7/15/2020,3752
Albania,Europe,7/16/2020,3851
Albania,Europe,7/17/2020,3906
Albania,Europe,7/18/2020,4008
Albania,Europe,7/19/2020,4090
Albania,Europe,7/20/2020,4171
Albania,Europe,7/21/2020,4290
Albania,Europe,7/22/2020,4358
Albania,Europe,7/23/2020,4466
Albania,Europe,7/24/2020,4570
Albania,Europe,7/25/2020,4637
Albania,Europe,7/26/2020,4763
Albania,Europe,7/27/2020,4880
Albania,Europe,7/28/2020,4997
Albania,Europe,7/29/2020,5105
Albania,Europe,7/30/2020,5197
Albania,Europe,7/31/2020,5276
Albania,Europe,8/1/2020,5396
Albania,Europe,8/2/2020,5519
Albania,Europe,8/3/2020,5620
Albania,Europe,8/4/2020,5750
Albania,Europe,8/5/2020,5889
Albania,Europe,8/6/2020,6016
Albania,Europe,8/7/2020,6151
Albania,Europe,8/8/2020,6275
Albania,Europe,8/9/2020,6411
Albania,Europe,8/10/2020,6536
Albania,Europe,8/11/2020,6676
Albania,Europe,8/12/2020,6817
Albania,Europe,8/13/2020,6971
Albania,Europe,8/14/2020,7117
Albania,Europe,8/15/2020,7260
Albania,Europe,8/16/2020,7380
Albania,Europe,8/17/2020,7499
Albania,Europe,8/18/2020,7654
Albania,Europe,8/19/2020,7812
Albania,Europe,8/20/2020,7967
Albania,Europe,8/21/2020,8119
Albania,Europe,8/22/2020,8275
Albania,Europe,8/23/2020,8427
Albania,Europe,8/24/2020,8605
Albania,Europe,8/25/2020,8759
Albania,Europe,8/26/2020,8927
Albania,Europe,8/27/2020,9083
Albania,Europe,8/28/2020,9195
Albania,Europe,8/29/2020,9279
Albania,Europe,8/30/2020,9380
Albania,Europe,8/31/2020,9513
Albania,Europe,9/1/2020,9606
Albania,Europe,9/2/2020,9728
Albania,Europe,9/3/2020,9844
Albania,Europe,9/4/2020,9967
Albania,Europe,9/5/2020,10102
Albania,Europe,9/6/2020,10255
Albania,Europe,9/7/2020,10406
Albania,Europe,9/8/2020,10553
Albania,Europe,9/9/2020,10704
Albania,Europe,9/10/2020,10860
Albania,Europe,9/11/2020,11021
Albania,Europe,9/12/2020,11185
Albania,Europe,9/13/2020,11353
Albania,Europe,9/14/2020,11520
Albania,Europe,9/15/2020,11672
Albania,Europe,9/16/2020,11816
Albania,Europe,9/17/2020,11948
Albania,Europe,9/18/2020,12073
Albania,Europe,9/19/2020,12226
Albania,Europe,9/20/2020,12385
Albania,Europe,9/21/2020,12535
Albania,Europe,9/22/2020,12666
Albania,Europe,9/23/2020,12787
Algeria,Africa,1/22/2020,0
Algeria,Africa,1/23/2020,0
Algeria,Africa,1/24/2020,0
Algeria,Africa,1/25/2020,0
Algeria,Africa,1/26/2020,0
Algeria,Africa,1/27/2020,0
Algeria,Africa,1/28/2020,0
Algeria,Africa,1/29/2020,0
Algeria,Africa,1/30/2020,0
Algeria,Africa,1/31/2020,0
Algeria,Africa,2/1/2020,0
Algeria,Africa,2/2/2020,0
Algeria,Africa,2/3/2020,0
Algeria,Africa,2/4/2020,0
Algeria,Africa,2/5/2020,0
Algeria,Africa,2/6/2020,0
Algeria,Africa,2/7/2020,0
Algeria,Africa,2/8/2020,0
Algeria,Africa,2/9/2020,0
Algeria,Africa,2/10/2020,0
Algeria,Africa,2/11/2020,0
Algeria,Africa,2/12/2020,0
Algeria,Africa,2/13/2020,0
Algeria,Africa,2/14/2020,0
Algeria,Africa,2/15/2020,0
Algeria,Africa,2/16/2020,0
Algeria,Africa,2/17/2020,0
Algeria,Africa,2/18/2020,0
Algeria,Africa,2/19/2020,0
Algeria,Africa,2/20/2020,0
Algeria,Africa,2/21/2020,0
Algeria,Africa,2/22/2020,0
Algeria,Africa,2/23/2020,0
Algeria,Africa,2/24/2020,0
Algeria,Africa,2/25/2020,1
Algeria,Africa,2/26/2020,1
Algeria,Africa,2/27/2020,1
Algeria,Africa,2/28/2020,1
Algeria,Africa,2/29/2020,1
Algeria,Africa,3/1/2020,1
Algeria,Africa,3/2/2020,3
Algeria,Africa,3/3/2020,5
Algeria,Africa,3/4/2020,12
Algeria,Africa,3/5/2020,12
Algeria,Africa,3/6/2020,17
Algeria,Africa,3/7/2020,17
Algeria,Africa,3/8/2020,19
Algeria,Africa,3/9/2020,20
Algeria,Africa,3/10/2020,20
Algeria,Africa,3/11/2020,20
Algeria,Africa,3/12/2020,24
Algeria,Africa,3/13/2020,26
Algeria,Africa,3/14/2020,37
Algeria,Africa,3/15/2020,48
Algeria,Africa,3/16/2020,54
Algeria,Africa,3/17/2020,60
Algeria,Africa,3/18/2020,74
Algeria,Africa,3/19/2020,87
Algeria,Africa,3/20/2020,90
Algeria,Africa,3/21/2020,139
Algeria,Africa,3/22/2020,201
Algeria,Africa,3/23/2020,230
Algeria,Africa,3/24/2020,264
Algeria,Africa,3/25/2020,302
Algeria,Africa,3/26/2020,367
Algeria,Africa,3/27/2020,409
Algeria,Africa,3/28/2020,454
Algeria,Africa,3/29/2020,511
Algeria,Africa,3/30/2020,584
Algeria,Africa,3/31/2020,716
Algeria,Africa,4/1/2020,847
Algeria,Africa,4/2/2020,986
Algeria,Africa,4/3/2020,1171
Algeria,Africa,4/4/2020,1251
Algeria,Africa,4/5/2020,1320
Algeria,Africa,4/6/2020,1423
Algeria,Africa,4/7/2020,1468
Algeria,Africa,4/8/2020,1572
Algeria,Africa,4/9/2020,1666
Algeria,Africa,4/10/2020,1761
Algeria,Africa,4/11/2020,1825
Algeria,Africa,4/12/2020,1914
Algeria,Africa,4/13/2020,1983
Algeria,Africa,4/14/2020,2070
Algeria,Africa,4/15/2020,2160
Algeria,Africa,4/16/2020,2268
Algeria,Africa,4/17/2020,2418
Algeria,Africa,4/18/2020,2534
Algeria,Africa,4/19/2020,2629
Algeria,Africa,4/20/2020,2718
Algeria,Africa,4/21/2020,2811
Algeria,Africa,4/22/2020,2910
Algeria,Africa,4/23/2020,3007
Algeria,Africa,4/24/2020,3127
Algeria,Africa,4/25/2020,3256
Algeria,Africa,4/26/2020,3382
Algeria,Africa,4/27/2020,3517
Algeria,Africa,4/28/2020,3649
Algeria,Africa,4/29/2020,3848
Algeria,Africa,4/30/2020,4006
Algeria,Africa,5/1/2020,4154
Algeria,Africa,5/2/2020,4295
Algeria,Africa,5/3/2020,4474
Algeria,Africa,5/4/2020,4648
Algeria,Africa,5/5/2020,4838
Algeria,Africa,5/6/2020,4997
Algeria,Africa,5/7/2020,5182
Algeria,Africa,5/8/2020,5369
Algeria,Africa,5/9/2020,5558
Algeria,Africa,5/10/2020,5723
Algeria,Africa,5/11/2020,5891
Algeria,Africa,5/12/2020,6067
Algeria,Africa,5/13/2020,6253
Algeria,Africa,5/14/2020,6442
Algeria,Africa,5/15/2020,6629
Algeria,Africa,5/16/2020,6821
Algeria,Africa,5/17/2020,7019
Algeria,Africa,5/18/2020,7201
Algeria,Africa,5/19/2020,7377
Algeria,Africa,5/20/2020,7542
Algeria,Africa,5/21/2020,7728
Algeria,Africa,5/22/2020,7918
Algeria,Africa,5/23/2020,8113
Algeria,Africa,5/24/2020,8306
Algeria,Africa,5/25/2020,8503
Algeria,Africa,5/26/2020,8697
Algeria,Africa,5/27/2020,8857
Algeria,Africa,5/28/2020,8997
Algeria,Africa,5/29/2020,9134
Algeria,Africa,5/30/2020,9267
Algeria,Africa,5/31/2020,9394
Algeria,Africa,6/1/2020,9513
Algeria,Africa,6/2/2020,9626
Algeria,Africa,6/3/2020,9733
Algeria,Africa,6/4/2020,9831
Algeria,Africa,6/5/2020,9935
Algeria,Africa,6/6/2020,10050
Algeria,Africa,6/7/2020,10154
Algeria,Africa,6/8/2020,10265
Algeria,Africa,6/9/2020,10382
Algeria,Africa,6/10/2020,10484
Algeria,Africa,6/11/2020,10589
Algeria,Africa,6/12/2020,10698
Algeria,Africa,6/13/2020,10810
Algeria,Africa,6/14/2020,10919
Algeria,Africa,6/15/2020,11031
Algeria,Africa,6/16/2020,11147
Algeria,Africa,6/17/2020,11268
Algeria,Africa,6/18/2020,11385
Algeria,Africa,6/19/2020,11504
Algeria,Africa,6/20/2020,11631
Algeria,Africa,6/21/2020,11771
Algeria,Africa,6/22/2020,11920
Algeria,Africa,6/23/2020,12076
Algeria,Africa,6/24/2020,12248
Algeria,Africa,6/25/2020,12445
Algeria,Africa,6/26/2020,12685
Algeria,Africa,6/27/2020,12968
Algeria,Africa,6/28/2020,13273
Algeria,Africa,6/29/2020,13571
Algeria,Africa,6/30/2020,13907
Algeria,Africa,7/1/2020,14272
Algeria,Africa,7/2/2020,14657
Algeria,Africa,7/3/2020,15070
Algeria,Africa,7/4/2020,15500
Algeria,Africa,7/5/2020,15941
Algeria,Africa,7/6/2020,16404
Algeria,Africa,7/7/2020,16879
Algeria,Africa,7/8/2020,17348
Algeria,Africa,7/9/2020,17808
Algeria,Africa,7/10/2020,18242
Algeria,Africa,7/11/2020,18712
Algeria,Africa,7/12/2020,19195
Algeria,Africa,7/13/2020,19689
Algeria,Africa,7/14/2020,20216
Algeria,Africa,7/15/2020,20770
Algeria,Africa,7/16/2020,21355
Algeria,Africa,7/17/2020,21948
Algeria,Africa,7/18/2020,22549
Algeria,Africa,7/19/2020,23084
Algeria,Africa,7/20/2020,23691
Algeria,Africa,7/21/2020,24278
Algeria,Africa,7/22/2020,24872
Algeria,Africa,7/23/2020,25484
Algeria,Africa,7/24/2020,26159
Algeria,Africa,7/25/2020,26764
Algeria,Africa,7/26/2020,27357
Algeria,Africa,7/27/2020,27973
Algeria,Africa,7/28/2020,28615
Algeria,Africa,7/29/2020,29229
Algeria,Africa,7/30/2020,29831
Algeria,Africa,7/31/2020,30394
Algeria,Africa,8/1/2020,30950
Algeria,Africa,8/2/2020,31465
Algeria,Africa,8/3/2020,31972
Algeria,Africa,8/4/2020,32504
Algeria,Africa,8/5/2020,33055
Algeria,Africa,8/6/2020,33626
Algeria,Africa,8/7/2020,34155
Algeria,Africa,8/8/2020,34693
Algeria,Africa,8/9/2020,35160
Algeria,Africa,8/10/2020,35712
Algeria,Africa,8/11/2020,36204
Algeria,Africa,8/12/2020,36699
Algeria,Africa,8/13/2020,37187
Algeria,Africa,8/14/2020,37664
Algeria,Africa,8/15/2020,38133
Algeria,Africa,8/16/2020,38583
Algeria,Africa,8/17/2020,39025
Algeria,Africa,8/18/2020,39444
Algeria,Africa,8/19/2020,39847
Algeria,Africa,8/20/2020,40258
Algeria,Africa,8/21/2020,40667
Algeria,Africa,8/22/2020,41068
Algeria,Africa,8/23/2020,41460
Algeria,Africa,8/24/2020,41858
Algeria,Africa,8/25/2020,42228
Algeria,Africa,8/26/2020,42619
Algeria,Africa,8/27/2020,43016
Algeria,Africa,8/28/2020,43403
Algeria,Africa,8/29/2020,43781
Algeria,Africa,8/30/2020,44146
Algeria,Africa,8/31/2020,44494
Algeria,Africa,9/1/2020,44833
Algeria,Africa,9/2/2020,45158
Algeria,Africa,9/3/2020,45469
Algeria,Africa,9/4/2020,45773
Algeria,Africa,9/5/2020,46071
Algeria,Africa,9/6/2020,46364
Algeria,Africa,9/7/2020,46653
Algeria,Africa,9/8/2020,46938
Algeria,Africa,9/9/2020,47216
Algeria,Africa,9/10/2020,47488
Algeria,Africa,9/11/2020,47752
Algeria,Africa,9/12/2020,48007
Algeria,Africa,9/13/2020,48254
Algeria,Africa,9/14/2020,48496
Algeria,Africa,9/15/2020,48734
Algeria,Africa,9/16/2020,48966
Algeria,Africa,9/17/2020,49194
Algeria,Africa,9/18/2020,49413
Algeria,Africa,9/19/2020,49623
Algeria,Africa,9/20/2020,49826
Algeria,Africa,9/21/2020,50023
Algeria,Africa,9/22/2020,50214
Algeria,Africa,9/23/2020,50400
