Country/Region,Continent,Date,Recovered
Afghanistan,Asia,1/22/2020,0
Afghanistan,Asia,1/23/2020,0
Afghanistan,Asia,1/24/2020,0
Afghanistan,Asia,1/25/2020,0
Afghanistan,Asia,1/26/2020,0
Afghanistan,Asia,1/27/2020,0
Afghanistan,Asia,1/28/2020,0
Afghanistan,Asia,1/29/2020,0
Afghanistan,Asia,1/30/2020,0
Afghanistan,Asia,1/31/2020,0
Afghanistan,Asia,2/1/2020,0
Afghanistan,Asia,2/2/2020,0
Afghanistan,Asia,2/3/2020,0
Afghanistan,Asia,2/4/2020,0
Afghanistan,Asia,2/5/2020,0
Afghanistan,Asia,2/6/2020,0
Afghanistan,Asia,2/7/2020,0
Afghanistan,Asia,2/8/2020,0
Afghanistan,Asia,2/9/2020,0
Afghanistan,Asia,2/10/2020,0
Afghanistan,Asia,2/11/2020,0
Afghanistan,Asia,2/12/2020,0
Afghanistan,Asia,2/13/2020,0
Afghanistan,Asia,2/14/2020,0
Afghanistan,Asia,2/15/2020,0
Afghanistan,Asia,2/16/2020,0
Afghanistan,Asia,2/17/2020,0
Afghanistan,Asia,2/18/2020,0
Afghanistan,Asia,2/19/2020,0
Afghanistan,Asia,2/20/2020,0
Afghanistan,Asia,2/21/2020,0
Afghanistan,Asia,2/22/2020,0
Afghanistan,Asia,2/23/2020,0
Afghanistan,Asia,2/24/2020,0
Afghanistan,Asia,2/25/2020,0
Afghanistan,Asia,2/26/2020,0
Afghanistan,Asia,2/27/2020,0
Afghanistan,Asia,2/28/2020,0
Afghanistan,Asia,2/29/2020,0
Afghanistan,Asia,3/1/2020,0
Afghanistan,Asia,3/2/2020,0
Afghanistan,Asia,3/3/2020,0
Afghanistan,Asia,3/4/2020,0
Afghanistan,Asia,3/5/2020,0
Afghanistan,Asia,3/6/2020,0
Afghanistan,Asia,3/7/2020,0
Afghanistan,Asia,3/8/2020,0
Afghanistan,Asia,3/9/2020,0
Afghanistan,Asia,3/10/2020,0
Afghanistan,Asia,3/11/2020,0
Afghanistan,Asia,3/12/2020,0
Afghanistan,Asia,3/13/2020,0
Afghanistan,Asia,3/14/2020,0
Afghanistan,Asia,3/15/2020,0
Afghanistan,Asia,3/16/2020,1
Afghanistan,Asia,3/17/2020,1
Afghanistan,Asia,3/18/2020,1
Afghanistan,Asia,3/19/2020,1
Afghanistan,Asia,3/20/2020,1
Afghanistan,Asia,3/21/2020,1
Afghanistan,Asia,3/22/2020,1
Afghanistan,Asia,3/23/2020,1
Afghanistan,Asia,3/24/2020,1
Afghanistan,Asia,3/25/2020,2
Afghanistan,Asia,3/26/2020,2
Afghanistan,Asia,3/27/2020,2
Afghanistan,Asia,3/28/2020,2
Afghanistan,Asia,3/29/2020,2
Afghanistan,Asia,3/30/2020,2
Afghanistan,Asia,3/31/2020,5
Afghanistan,Asia,4/1/2020,5
Afghanistan,Asia,4/2/2020,10
Afghanistan,Asia,4/3/2020,10
Afghanistan,Asia,4/4/2020,10
Afghanistan,Asia,4/5/2020,15
Afghanistan,Asia,4/6/2020,18
Afghanistan,Asia,4/7/2020,18
Afghanistan,Asia,4/8/2020,29
Afghanistan,Asia,4/9/2020,32
Afghanistan,Asia,4/10/2020,32
Afghanistan,Asia,4/11/2020,32
Afghanistan,Asia,4/12/2020,32
Afghanistan,Asia,4/13/2020,32
Afghanistan,Asia,4/14/2020,40
Afghanistan,Asia,4/15/2020,43
Afghanistan,Asia,4/16/2020,54
Afghanistan,Asia,4/17/2020,99
Afghanistan,Asia,4/18/2020,112
Afghanistan,Asia,4/19/2020,131
Afghanistan,Asia,4/20/2020,135
Afghanistan,Asia,4/21/2020,150
Afghanistan,Asia,4/22/2020,166
Afghanistan,Asia,4/23/2020,179
Afghanistan,Asia,4/24/2020,188
Afghanistan,Asia,4/25/2020,188
Afghanistan,Asia,4/26/2020,207
Afghanistan,Asia,4/27/2020,220
Afghanistan,Asia,4/28/2020,228
Afghanistan,Asia,4/29/2020,252
Afghanistan,Asia,4/30/2020,260
Afghanistan,Asia,5/1/2020,310
Afghanistan,Asia,5/2/2020,331
Afghanistan,Asia,5/3/2020,345
Afghanistan,Asia,5/4/2020,397
Afghanistan,Asia,5/5/2020,421
Afghanistan,Asia,5/6/2020,458
Afghanistan,Asia,5/7/2020,468
Afghanistan,Asia,5/8/2020,472
Afghanistan,Asia,5/9/2020,502
Afghanistan,Asia,5/10/2020,558
Afghanistan,Asia,5/11/2020,558
Afghanistan,Asia,5/12/2020,610
Afghanistan,Asia,5/13/2020,648
Afghanistan,Asia,5/14/2020,691
Afghanistan,Asia,5/15/2020,745
Afghanistan,Asia,5/16/2020,745
Afghanistan,Asia,5/17/2020,778
Afghanistan,Asia,5/18/2020,801
Afghanistan,Asia,5/19/2020,850
Afghanistan,Asia,5/20/2020,930
Afghanistan,Asia,5/21/2020,938
Afghanistan,Asia,5/22/2020,996
Afghanistan,Asia,5/23/2020,1040
Afghanistan,Asia,5/24/2020,1075
Afghanistan,Asia,5/25/2020,1097
Afghanistan,Asia,5/26/2020,1128
Afghanistan,Asia,5/27/2020,1138
Afghanistan,Asia,5/28/2020,1209
Afghanistan,Asia,5/29/2020,1259
Afghanistan,Asia,5/30/2020,1303
Afghanistan,Asia,5/31/2020,1328
Afghanistan,Asia,6/1/2020,1428
Afghanistan,Asia,6/2/2020,1450
Afghanistan,Asia,6/3/2020,1522
Afghanistan,Asia,6/4/2020,1585
Afghanistan,Asia,6/5/2020,1762
Afghanistan,Asia,6/6/2020,1830
Afghanistan,Asia,6/7/2020,1875
Afghanistan,Asia,6/8/2020,2171
Afghanistan,Asia,6/9/2020,2651
Afghanistan,Asia,6/10/2020,3013
Afghanistan,Asia,6/11/2020,3326
Afghanistan,Asia,6/12/2020,3928
Afghanistan,Asia,6/13/2020,4201
Afghanistan,Asia,6/14/2020,4725
Afghanistan,Asia,6/15/2020,5164
Afghanistan,Asia,6/16/2020,5508
Afghanistan,Asia,6/17/2020,6158
Afghanistan,Asia,6/18/2020,7660
Afghanistan,Asia,6/19/2020,7962
Afghanistan,Asia,6/20/2020,8292
Afghanistan,Asia,6/21/2020,8764
Afghanistan,Asia,6/22/2020,8841
Afghanistan,Asia,6/23/2020,9260
Afghanistan,Asia,6/24/2020,9869
Afghanistan,Asia,6/25/2020,10174
Afghanistan,Asia,6/26/2020,10306
Afghanistan,Asia,6/27/2020,10674
Afghanistan,Asia,6/28/2020,12604
Afghanistan,Asia,6/29/2020,13934
Afghanistan,Asia,6/30/2020,14131
Afghanistan,Asia,7/1/2020,15651
Afghanistan,Asia,7/2/2020,16041
Afghanistan,Asia,7/3/2020,17331
Afghanistan,Asia,7/4/2020,19164
Afghanistan,Asia,7/5/2020,19366
Afghanistan,Asia,7/6/2020,20103
Afghanistan,Asia,7/7/2020,20179
Afghanistan,Asia,7/8/2020,20700
Afghanistan,Asia,7/9/2020,20847
Afghanistan,Asia,7/10/2020,20882
Afghanistan,Asia,7/11/2020,21135
Afghanistan,Asia,7/12/2020,21216
Afghanistan,Asia,7/13/2020,21254
Afghanistan,Asia,7/14/2020,21454
Afghanistan,Asia,7/15/2020,22456
Afghanistan,Asia,7/16/2020,22824
Afghanistan,Asia,7/17/2020,23151
Afghanistan,Asia,7/18/2020,23273
Afghanistan,Asia,7/19/2020,23634
Afghanistan,Asia,7/20/2020,23741
Afghanistan,Asia,7/21/2020,23741
Afghanistan,Asia,7/22/2020,23924
Afghanistan,Asia,7/23/2020,24550
Afghanistan,Asia,7/24/2020,24602
Afghanistan,Asia,7/25/2020,24793
Afghanistan,Asia,7/26/2020,25180
Afghanistan,Asia,7/27/2020,25198
Afghanistan,Asia,7/28/2020,25358
Afghanistan,Asia,7/29/2020,25389
Afghanistan,Asia,7/30/2020,25471
Afghanistan,Asia,7/31/2020,25509
Afghanistan,Asia,8/1/2020,25509
Afghanistan,Asia,8/2/2020,25510
Afghanistan,Asia,8/3/2020,25669
Afghanistan,Asia,8/4/2020,25669
Afghanistan,Asia,8/5/2020,25742
Afghanistan,Asia,8/6/2020,25840
Afghanistan,Asia,8/7/2020,25903
Afghanistan,Asia,8/8/2020,25960
Afghanistan,Asia,8/9/2020,25960
Afghanistan,Asia,8/10/2020,26228
Afghanistan,Asia,8/11/2020,26415
Afghanistan,Asia,8/12/2020,26694
Afghanistan,Asia,8/13/2020,26714
Afghanistan,Asia,8/14/2020,26714
Afghanistan,Asia,8/15/2020,27166
Afghanistan,Asia,8/16/2020,27166
Afghanistan,Asia,8/17/2020,27166
Afghanistan,Asia,8/18/2020,27166
Afghanistan,Asia,8/19/2020,27166
Afghanistan,Asia,8/20/2020,27681
Afghanistan,Asia,8/21/2020,28016
Afghanistan,Asia,8/22/2020,28016
Afghanistan,Asia,8/23/2020,28180
Afghanistan,Asia,8/24/2020,28360
Afghanistan,Asia,8/25/2020,28440
Afghanistan,Asia,8/26/2020,29042
Afghanistan,Asia,8/27/2020,29046
Afghanistan,Asia,8/28/2020,29059
Afghanistan,Asia,8/29/2020,29063
Afghanistan,Asia,8/30/2020,29089
Afghanistan,Asia,8/31/2020,29089
Afghanistan,Asia,9/1/2020,29231
Afghanistan,Asia,9/2/2020,29315
Afghanistan,Asia,9/3/2020,29390
Afghanistan,Asia,9/4/2020,29713
Afghanistan,Asia,9/5/2020,30082
Afghanistan,Asia,9/6/2020,30537
Afghanistan,Asia,9/7/2020,30557
Afghanistan,Asia,9/8/2020,30715
Afghanistan,Asia,9/9/2020,31048
Afghanistan,Asia,9/10/2020,31129
Afghanistan,Asia,9/11/2020,31154
Afghanistan,Asia,9/12/2020,31234
Afghanistan,Asia,9/13/2020,31638
Afghanistan,Asia,9/14/2020,32073
Afghanistan,Asia,9/15/2020,32098
Afghanistan,Asia,9/16/2020,32503
Afghanistan,Asia,9/17/2020,32505
Afghanistan,Asia,9/18/2020,32576
Afghanistan,Asia,9/19/2020,32576
Afghanistan,Asia,9/20/2020,32576
Afghanistan,Asia,9/21/2020,32576
Afghanistan,Asia,9/22/2020,32576
Afghanistan,Asia,9/23/2020,32610
Albania,Europe,1/22/2020,0
Albania,Europe,1/23/2020,0
Albania,Europe,1/24/2020,0
Albania,Europe,1/25/2020,0
Albania,Europe,1/26/2020,0
Albania,Europe,1/27/2020,0
Albania,Europe,1/28/2020,0
Albania,Europe,1/29/2020,0
Albania,Europe,1/30/2020,0
Albania,Europe,1/31/2020,0
Albania,Europe,2/1/2020,0
Albania,Europe,2/2/2020,0
Albania,Europe,2/3/2020,0
Albania,Europe,2/4/2020,0
Albania,Europe,2/5/2020,0
Albania,Europe,2/6/2020,0
Albania,Europe,2/7/2020,0
Albania,Europe,2/8/2020,0
Albania,Europe,2/9/2020,0
Albania,Europe,2/10/2020,0
Albania,Europe,2/11/2020,0
Albania,Europe,2/12/2020,0
Albania,Europe,2/13/2020,0
Albania,Europe,2/14/2020,0
Albania,Europe,2/15/2020,0
Albania,Europe,2/16/2020,0
Albania,Europe,2/17/2020,0
Albania,Europe,2/18/2020,0
Albania,Europe,2/19/2020,0
Albania,Europe,2/20/2020,0
Albania,Europe,2/21/2020,0
Albania,Europe,2/22/2020,0
Albania,Europe,2/23/2020,0
Albania,Europe,2/24/2020,0
Albania,Europe,2/25/2020,0
Albania,Europe,2/26/2020,0
Albania,Europe,2/27/2020,0
Albania,Europe,2/28/2020,0
Albania,Europe,2/29/2020,0
Albania,Europe,3/1/2020,0
Albania,Europe,3/2/2020,0
Albania,Europe,3/3/2020,0
Albania,Europe,3/4/2020,0
Albania,Europe,3/5/2020,0
Albania,Europe,3/6/2020,0
Albania,Europe,3/7/2020,0
Albania,Europe,3/8/2020,0
Albania,Europe,3/9/2020,0
Albania,Europe,3/10/2020,0
Albania,Europe,3/11/2020,0
Albania,Europe,3/12/2020,0
Albania,Europe,3/13/2020,0
Albania,Europe,3/14/2020,0
Albania,Europe,3/15/2020,0
Albania,Europe,3/16/2020,0
Albania,Europe,3/17/2020,0
Albania,Europe,3/18/2020,0
Albania,Europe,3/19/2020,0
Albania,Europe,3/20/2020,0
Albania,Europe,3/21/2020,2
Albania,Europe,3/22/2020,2
Albania,Europe,3/23/2020,2
Albania,Europe,3/24/2020,10
Albania,Europe,3/25/2020,17
Albania,Europe,3/26/2020,17
Albania,Europe,3/27/2020,31
Albania,Europe,3/28/2020,31
Albania,Europe,3/29/2020,33
Albania,Europe,3/30/2020,44
Albania,Europe,3/31/2020,52
Albania,Europe,4/1/2020,67
Albania,Europe,4/2/2020,76
Albania,Europe,4/3/2020,89
Albania,Europe,4/4/2020,99
Albania,Europe,4/5/2020,104
Albania,Europe,4/6/2020,116
Albania,Europe,4/7/2020,131
Albania,Europe,4/8/2020,154
Albania,Europe,4/9/2020,165
Albania,Europe,4/10/2020,182
Albania,Europe,4/11/2020,197
Albania,Europe,4/12/2020,217
Albania,Europe,4/13/2020,232
Albania,Europe,4/14/2020,248
Albania,Europe,4/15/2020,251
Albania,Europe,4/16/2020,277
Albania,Europe,4/17/2020,283
Albania,Europe,4/18/2020,302
Albania,Europe,4/19/2020,314
Albania,Europe,4/20/2020,327
Albania,Europe,4/21/2020,345
Albania,Europe,4/22/2020,356
Albania,Europe,4/23/2020,385
Albania,Europe,4/24/2020,394
Albania,Europe,4/25/2020,403
Albania,Europe,4/26/2020,410
Albania,Europe,4/27/2020,422
Albania,Europe,4/28/2020,431
Albania,Europe,4/29/2020,455
Albania,Europe,4/30/2020,470
Albania,Europe,5/1/2020,488
Albania,Europe,5/2/2020,519
Albania,Europe,5/3/2020,531
Albania,Europe,5/4/2020,543
Albania,Europe,5/5/2020,570
Albania,Europe,5/6/2020,595
Albania,Europe,5/7/2020,605
Albania,Europe,5/8/2020,620
Albania,Europe,5/9/2020,627
Albania,Europe,5/10/2020,650
Albania,Europe,5/11/2020,654
Albania,Europe,5/12/2020,682
Albania,Europe,5/13/2020,688
Albania,Europe,5/14/2020,694
Albania,Europe,5/15/2020,705
Albania,Europe,5/16/2020,714
Albania,Europe,5/17/2020,715
Albania,Europe,5/18/2020,727
Albania,Europe,5/19/2020,742
Albania,Europe,5/20/2020,758
Albania,Europe,5/21/2020,771
Albania,Europe,5/22/2020,777
Albania,Europe,5/23/2020,783
Albania,Europe,5/24/2020,789
Albania,Europe,5/25/2020,795
Albania,Europe,5/26/2020,803
Albania,Europe,5/27/2020,812
Albania,Europe,5/28/2020,823
Albania,Europe,5/29/2020,851
Albania,Europe,5/30/2020,857
Albania,Europe,5/31/2020,872
Albania,Europe,6/1/2020,877
Albania,Europe,6/2/2020,891
Albania,Europe,6/3/2020,898
Albania,Europe,6/4/2020,898
Albania,Europe,6/5/2020,910
Albania,Europe,6/6/2020,925
Albania,Europe,6/7/2020,938
Albania,Europe,6/8/2020,945
Albania,Europe,6/9/2020,960
Albania,Europe,6/10/2020,980
Albania,Europe,6/11/2020,1001
Albania,Europe,6/12/2020,1034
Albania,Europe,6/13/2020,1039
Albania,Europe,6/14/2020,1044
Albania,Europe,6/15/2020,1055
Albania,Europe,6/16/2020,1064
Albania,Europe,6/17/2020,1077
Albania,Europe,6/18/2020,1086
Albania,Europe,6/19/2020,1114
Albania,Europe,6/20/2020,1126
Albania,Europe,6/21/2020,1134
Albania,Europe,6/22/2020,1159
Albania,Europe,6/23/2020,1195
Albania,Europe,6/24/2020,1217
Albania,Europe,6/25/2020,1250
Albania,Europe,6/26/2020,1298
Albania,Europe,6/27/2020,1346
Albania,Europe,6/28/2020,1384
Albania,Europe,6/29/2020,1438
Albania,Europe,6/30/2020,1459
Albania,Europe,7/1/2020,1516
Albania,Europe,7/2/2020,1559
Albania,Europe,7/3/2020,1592
Albania,Europe,7/4/2020,1637
Albania,Europe,7/5/2020,1657
Albania,Europe,7/6/2020,1702
Albania,Europe,7/7/2020,1744
Albania,Europe,7/8/2020,1791
Albania,Europe,7/9/2020,1832
Albania,Europe,7/10/2020,1875
Albania,Europe,7/11/2020,1881
Albania,Europe,7/12/2020,1946
Albania,Europe,7/13/2020,2014
Albania,Europe,7/14/2020,2062
Albania,Europe,7/15/2020,2091
Albania,Europe,7/16/2020,2137
Albania,Europe,7/17/2020,2214
Albania,Europe,7/18/2020,2264
Albania,Europe,7/19/2020,2311
Albania,Europe,7/20/2020,2352
Albania,Europe,7/21/2020,2397
Albania,Europe,7/22/2020,2463
Albania,Europe,7/23/2020,2523
Albania,Europe,7/24/2020,2608
Albania,Europe,7/25/2020,2637
Albania,Europe,7/26/2020,2682
Albania,Europe,7/27/2020,2745
Albania,Europe,7/28/2020,2789
Albania,Europe,7/29/2020,2830
Albania,Europe,7/30/2020,2883
Albania,Europe,7/31/2020,2952
Albania,Europe,8/1/2020,2961
Albania,Europe,8/2/2020,3018
Albania,Europe,8/3/2020,3031
Albania,Europe,8/4/2020,3031
Albania,Europe,8/5/2020,3123
Albania,Europe,8/6/2020,3155
Albania,Europe,8/7/2020,3227
Albania,Europe,8/8/2020,3268
Albania,Europe,8/9/2020,3342
Albania,Europe,8/10/2020,3379
Albania,Europe,8/11/2020,3480
Albania,Europe,8/12/2020,3552
Albania,Europe,8/13/2020,3616
Albania,Europe,8/14/2020,3695
Albania,Europe,8/15/2020,3746
Albania,Europe,8/16/2020,3794
Albania,Europe,8/17/2020,3816
Albania,Europe,8/18/2020,3871
Albania,Europe,8/19/2020,3928
Albania,Europe,8/20/2020,3986
Albania,Europe,8/21/2020,4096
Albania,Europe,8/22/2020,4184
Albania,Europe,8/23/2020,4332
Albania,Europe,8/24/2020,4413
Albania,Europe,8/25/2020,4530
Albania,Europe,8/26/2020,4633
Albania,Europe,8/27/2020,4791
Albania,Europe,8/28/2020,4923
Albania,Europe,8/29/2020,5020
Albania,Europe,8/30/2020,5139
Albania,Europe,8/31/2020,5214
Albania,Europe,9/1/2020,5441
Albania,Europe,9/2/2020,5582
Albania,Europe,9/3/2020,5732
Albania,Europe,9/4/2020,5882
Albania,Europe,9/5/2020,5976
Albania,Europe,9/6/2020,6106
Albania,Europe,9/7/2020,6186
Albania,Europe,9/8/2020,6239
Albania,Europe,9/9/2020,6284
Albania,Europe,9/10/2020,6346
Albania,Europe,9/11/2020,6443
Albania,Europe,9/12/2020,6494
Albania,Europe,9/13/2020,6569
Albania,Europe,9/14/2020,6615
Albania,Europe,9/15/2020,6668
Albania,Europe,9/16/2020,6733
Albania,Europe,9/17/2020,6788
Albania,Europe,9/18/2020,6831
Albania,Europe,9/19/2020,6888
Albania,Europe,9/20/2020,6940
Albania,Europe,9/21/2020,6995
Albania,Europe,9/22/2020,7042
Albania,Europe,9/23/2020,7139
Algeria,Africa,1/22/2020,0
Algeria,Africa,1/23/2020,0
Algeria,Africa,1/24/2020,0
Algeria,Africa,1/25/2020,0
Algeria,Africa,1/26/2020,0
Algeria,Africa,1/27/2020,0
Algeria,Africa,1/28/2020,0
Algeria,Africa,1/29/2020,0
Algeria,Africa,1/30/2020,0
Algeria,Africa,1/31/2020,0
Algeria,Africa,2/1/2020,0
Algeria,Africa,2/2/2020,0
Algeria,Africa,2/3/2020,0
Algeria,Africa,2/4/2020,0
Algeria,Africa,2/5/2020,0
Algeria,Africa,2/6/2020,0
Algeria,Africa,2/7/2020,0
Algeria,Africa,2/8/2020,0
Algeria,Africa,2/9/2020,0
Algeria,Africa,2/10/2020,0
Algeria,Africa,2/11/2020,0
Algeria,Africa,2/12/2020,0
Algeria,Africa,2/13/2020,0
Algeria,Africa,2/14/2020,0
Algeria,Africa,2/15/2020,0
Algeria,Africa,2/16/2020,0
Algeria,Africa,2/17/2020,0
Algeria,Africa,2/18/2020,0
Algeria,Africa,2/19/2020,0
Algeria,Africa,2/20/2020,0
Algeria,Africa,2/21/2020,0
Algeria,Africa,2/22/2020,0
Algeria,Africa,2/23/2020,0
Algeria,Africa,2/24/2020,0
Algeria,Africa,2/25/2020,0
Algeria,Africa,2/26/2020,0
Algeria,Africa,2/27/2020,0
Algeria,Africa,2/28/2020,0
Algeria,Africa,2/29/2020,0
Algeria,Africa,3/1/2020,0
Algeria,Africa,3/2/2020,0
Algeria,Africa,3/3/2020,0
Algeria,Africa,3/4/2020,0
Algeria,Africa,3/5/2020,0
Algeria,Africa,3/6/2020,0
Algeria,Africa,3/7/2020,0
Algeria,Africa,3/8/2020,0
Algeria,Africa,3/9/2020,0
Algeria,Africa,3/10/2020,0
Algeria,Africa,3/11/2020,0
Algeria,Africa,3/12/2020,8
Algeria,Africa,3/13/2020,8
Algeria,Africa,3/14/2020,12
Algeria,Africa,3/15/2020,12
Algeria,Africa,3/16/2020,12
Algeria,Africa,3/17/2020,12
Algeria,Africa,3/18/2020,12
Algeria,Africa,3/19/2020,32
Algeria,Africa,3/20/2020,32
Algeria,Africa,3/21/2020,32
Algeria,Africa,3/22/2020,65
Algeria,Africa,3/23/2020,65
Algeria,Africa,3/24/2020,24
Algeria,Africa,3/25/2020,65
Algeria,Africa,3/26/2020,29
Algeria,Africa,3/27/2020,29
Algeria,Africa,3/28/2020,31
Algeria,Africa,3/29/2020,31
Algeria,Africa,3/30/2020,37
Algeria,Africa,3/31/2020,46
Algeria,Africa,4/1/2020,61
Algeria,Africa,4/2/2020,61
Algeria,Africa,4/3/2020,62
Algeria,Africa,4/4/2020,90
Algeria,Africa,4/5/2020,90
Algeria,Africa,4/6/2020,90
Algeria,Africa,4/7/2020,113
Algeria,Africa,4/8/2020,237
Algeria,Africa,4/9/2020,347
Algeria,Africa,4/10/2020,405
Algeria,Africa,4/11/2020,460
Algeria,Africa,4/12/2020,591
Algeria,Africa,4/13/2020,601
Algeria,Africa,4/14/2020,691
Algeria,Africa,4/15/2020,708
Algeria,Africa,4/16/2020,783
Algeria,Africa,4/17/2020,846
Algeria,Africa,4/18/2020,894
Algeria,Africa,4/19/2020,1047
Algeria,Africa,4/20/2020,1099
Algeria,Africa,4/21/2020,1152
Algeria,Africa,4/22/2020,1204
Algeria,Africa,4/23/2020,1355
Algeria,Africa,4/24/2020,1408
Algeria,Africa,4/25/2020,1479
Algeria,Africa,4/26/2020,1508
Algeria,Africa,4/27/2020,1558
Algeria,Africa,4/28/2020,1651
Algeria,Africa,4/29/2020,1702
Algeria,Africa,4/30/2020,1779
Algeria,Africa,5/1/2020,1821
Algeria,Africa,5/2/2020,1872
Algeria,Africa,5/3/2020,1936
Algeria,Africa,5/4/2020,1998
Algeria,Africa,5/5/2020,2067
Algeria,Africa,5/6/2020,2197
Algeria,Africa,5/7/2020,2323
Algeria,Africa,5/8/2020,2467
Algeria,Africa,5/9/2020,2546
Algeria,Africa,5/10/2020,2678
Algeria,Africa,5/11/2020,2841
Algeria,Africa,5/12/2020,2998
Algeria,Africa,5/13/2020,3058
Algeria,Africa,5/14/2020,3158
Algeria,Africa,5/15/2020,3271
Algeria,Africa,5/16/2020,3409
Algeria,Africa,5/17/2020,3507
Algeria,Africa,5/18/2020,3625
Algeria,Africa,5/19/2020,3746
Algeria,Africa,5/20/2020,3968
Algeria,Africa,5/21/2020,4062
Algeria,Africa,5/22/2020,4256
Algeria,Africa,5/23/2020,4426
Algeria,Africa,5/24/2020,4784
Algeria,Africa,5/25/2020,4747
Algeria,Africa,5/26/2020,4918
Algeria,Africa,5/27/2020,5129
Algeria,Africa,5/28/2020,5277
Algeria,Africa,5/29/2020,5422
Algeria,Africa,5/30/2020,5549
Algeria,Africa,5/31/2020,5748
Algeria,Africa,6/1/2020,5894
Algeria,Africa,6/2/2020,6067
Algeria,Africa,6/3/2020,6218
Algeria,Africa,6/4/2020,6297
Algeria,Africa,6/5/2020,6453
Algeria,Africa,6/6/2020,6631
Algeria,Africa,6/7/2020,6717
Algeria,Africa,6/8/2020,6799
Algeria,Africa,6/9/2020,6951
Algeria,Africa,6/10/2020,7074
Algeria,Africa,6/11/2020,7255
Algeria,Africa,6/12/2020,7322
Algeria,Africa,6/13/2020,7420
Algeria,Africa,6/14/2020,7606
Algeria,Africa,6/15/2020,7735
Algeria,Africa,6/16/2020,7842
Algeria,Africa,6/17/2020,7943
Algeria,Africa,6/18/2020,8078
Algeria,Africa,6/19/2020,8196
Algeria,Africa,6/20/2020,8324
Algeria,Africa,6/21/2020,8422
Algeria,Africa,6/22/2020,8559
Algeria,Africa,6/23/2020,8674
Algeria,Africa,6/24/2020,8792
Algeria,Africa,6/25/2020,8920
Algeria,Africa,6/26/2020,9066
Algeria,Africa,6/27/2020,9202
Algeria,Africa,6/28/2020,9371
Algeria,Africa,6/29/2020,9674
Algeria,Africa,6/30/2020,9897
Algeria,Africa,7/1/2020,10040
Algeria,Africa,7/2/2020,10342
Algeria,Africa,7/3/2020,10832
Algeria,Africa,7/4/2020,11181
Algeria,Africa,7/5/2020,11492
Algeria,Africa,7/6/2020,11884
Algeria,Africa,7/7/2020,12094
Algeria,Africa,7/8/2020,12329
Algeria,Africa,7/9/2020,12637
Algeria,Africa,7/10/2020,13124
Algeria,Africa,7/11/2020,13124
Algeria,Africa,7/12/2020,13743
Algeria,Africa,7/13/2020,14019
Algeria,Africa,7/14/2020,14295
Algeria,Africa,7/15/2020,14792
Algeria,Africa,7/16/2020,15107
Algeria,Africa,7/17/2020,15430
Algeria,Africa,7/18/2020,15744
Algeria,Africa,7/19/2020,16051
Algeria,Africa,7/20/2020,16400
Algeria,Africa,7/21/2020,16646
Algeria,Africa,7/22/2020,16983
Algeria,Africa,7/23/2020,17369
Algeria,Africa,7/24/2020,17369
Algeria,Africa,7/25/2020,18076
Algeria,Africa,7/26/2020,18088
Algeria,Africa,7/27/2020,18837
Algeria,Africa,7/28/2020,19233
Algeria,Africa,7/29/2020,19592
Algeria,Africa,7/30/2020,20082
Algeria,Africa,7/31/2020,20537
Algeria,Africa,8/1/2020,20988
Algeria,Africa,8/2/2020,21419
Algeria,Africa,8/3/2020,21901
Algeria,Africa,8/4/2020,22375
Algeria,Africa,8/5/2020,22802
Algeria,Africa,8/6/2020,23238
Algeria,Africa,8/7/2020,23667
Algeria,Africa,8/8/2020,24083
Algeria,Africa,8/9/2020,24506
Algeria,Africa,8/10/2020,24920
Algeria,Africa,8/11/2020,25263
Algeria,Africa,8/12/2020,25627
Algeria,Africa,8/13/2020,26004
Algeria,Africa,8/14/2020,26308
Algeria,Africa,8/15/2020,26644
Algeria,Africa,8/16/2020,27017
Algeria,Africa,8/17/2020,27347
Algeria,Africa,8/18/2020,27653
Algeria,Africa,8/19/2020,27971
Algeria,Africa,8/20/2020,28281
Algeria,Africa,8/21/2020,28587
Algeria,Africa,8/22/2020,28874
Algeria,Africa,8/23/2020,29142
Algeria,Africa,8/24/2020,29369
Algeria,Africa,8/25/2020,29587
Algeria,Africa,8/26/2020,29886
Algeria,Africa,8/27/2020,30157
Algeria,Africa,8/28/2020,30436
Algeria,Africa,8/29/2020,30717
Algeria,Africa,8/30/2020,30978
Algeria,Africa,8/31/2020,31244
Algeria,Africa,9/1/2020,31493
Algeria,Africa,9/2/2020,31746
Algeria,Africa,9/3/2020,32006
Algeria,Africa,9/4/2020,32259
Algeria,Africa,9/5/2020,32481
Algeria,Africa,9/6/2020,32745
Algeria,Africa,9/7/2020,32985
Algeria,Africa,9/8/2020,33183
Algeria,Africa,9/9/2020,33379
Algeria,Africa,9/10/2020,33562
Algeria,Africa,9/11/2020,33723
Algeria,Africa,9/12/2020,33875
Algeria,Africa,9/13/2020,34037
Algeria,Africa,9/14/2020,34204
Algeria,Africa,9/15/2020,34385
Algeria,Africa,9/16/2020,34517
Algeria,Africa,9/17/2020,34675
Algeria,Africa,9/18/2020,34818
Algeria,Africa,9/19/2020,34923
Algeria,Africa,9/20/2020,35047
Algeria,Africa,9/21/2020,35180
Algeria,Africa,9/22/2020,35307
Algeria,Africa,9/23/2020,35428
Andorra,Europe,1/22/2020,0
Andorra,Europe,1/23/2020,0
Andorra,Europe,1/24/2020,0
